,count
在这种地方就肯花钱,1
？？？这样了都不采取措施吗,1
扩散？,1
不要啊啊啊,1
真敢玩啊！,1
挖吧，施工过程一定事故不断,1
快进到日本被哥斯拉踏平,1
忍不了了,1
真的该死,1
日本核污水，美国研制病毒,1
对日战争安排一下,1
这是要生米煮成熟饭吗?,1
会死的啊啊啊啊啊啊啊啊哎,1
大型生化实验啊,1
不要了吧救命啊救命,1
不要啊啊啊啊啊啊啊啊啊啊,1
坏良心,1
要点脸吧！,1
日本不适合存在于地球上,1
呸，真不要脸，看不见就可以了？,1
不能制裁它吗？？？难道就任由它排？,1
建议原子弹净化日本,1
？？？不应该是更隐蔽不容易被发现吗,1
傻逼吧，这,1
直接给福岛来几颗氢弹吧！！！,1
多笋,1
日本人自己喝掉,1
“严谨”,1
以确地质结构？配音小哥少说一个字，会不会被扣鸡腿？,1
不守小礼更无大义！,1
专。   业,1
我觉得可以组织一个禁止日本排泄核废水的全球性投票,1
扩散就是传染,1
日本渔民要疯,1
摆明了是不想运输，省钱,1
格劳必登的,1
我们联合！[doge],1
玄学大师说，日本人自找的,1
把国内所有的二鬼子送去,1
真贱啊，人类生死存亡的时候到了,1
千方百计祸害后代,1
小鬼子需要大伊万,1
他们自己咋不喝完啊,1
日本为啥还不灭亡，为什么要害所有地球人,1
快吧这个家伙灭了吧！,1
GTN,1
卧槽。。。排上30年海洋生物还能有正常的？,1
？谁的近海,1
以日本爱不宣而战偷袭的惯性，其实早在偷排了！,1
扔氢弹过去帮日本解决,1
日本离自毁不远了吧,1
太损了,1
自绝于地球,1
哇，果然是精明的，小日子过的不错的日本人,1
能炸沉它不？,1
就没哪个国家做点什么,1
吊民伐罪,1
更容易扩散大家一起死，人类消除计划？,1
这得视为核攻击，建议俄罗斯方案,1
我震惊了，有理扩散污染物？？？你直接说要弄死全人类得了,1
无耻之极╮（﹀＿﹀）╭,1
这种反人类的是也做的出来？,1
恁娘个***********,1
日本鬼子这是在给全世界投毒,1
！？地铁老爷爷看手机,1
说的没错，如果是安全，日本咋不留着自己喝呢。排海干什么,1
全面停止水产品只是第一步，这个问题问问记者自己，你会吃核辐射的海鲜吗,1
小知识:美国海军有1/3的家底都在圣迭戈。,1
小日子誓要全人类陪它一起die,1
前面的就算他说的很过，但你也不得不承认这对人体的危害是非常不可逆的,1
这人好像小八嘎的鸠山由纪夫还是谁,1
会累积的,1
生物富集啊,1
生物富集，高中生物知识,1
700亿？,1
美国控制着全世界四大粮商，逻辑通了吧！,1
海   纳   百    氚,1
这日本大爷就一副核污染水喝多了的样子,1
闭着眼睛说瞎话,1
釜山行要成现实了,1
我giao日本这么穷吗？这都拿不出来？阿里巴巴年收入都比这些高,1
我们知道很危险，上面有氢弹不用，我能能怎么样？,1
面部腐烂之后又进行植皮了,1
海洋和日本快乐二选一,1
相当于大量超快的原子粒子直接撞碎了人体内细胞的DNA序列,1
这时候皮肤就是物理意义上的吹弹可破了,1
两位是友军,1
化成脓水,1
好痛啊。。,1
高中物理选择性必修三原子核,1
小胖子和小男孩还是威力小了,1
元   氚   森   林,1
前面的，那叫大内久,1
一般来说遭受如此辐射也撑不到这个时候,1
完了，代代变异,1
人体浓缩福集最多,1
美国不反对，日本就敢，应该和日本达成了某种政治交换,1
寻声赴感太乙救苦天尊,1
我下定决心不生了,1
较高是多高？,1
毒素富集,1
致癌。。。完了我家族遗传，叠buff,1
还好我不结婚,1
钱的问题,1
海鲜什么时候，买一送一？我都按奈不住了,1
不仅是海产品海水会变成雨水影响土壤,1
都是日积月累，最后导致白血病、癌症、畸形！！！,1
日本人咋不多喝点呢？,1
细胞层面崩溃,1
大内久！,1
相信三个脑袋后人的智慧！,1
听的都痛死了啊啊啊啊啊啊,1
玩mc脑子坏了？↑,1
这么恐怖啊,1
鱼：我肝尼娘,1
实现宾州发光，不是梦,1
可是他不是自愿的,1
日本就是自私，自大的垃圾,1
高达？,1
这么久好家伙，祖祖辈辈啊,1
6生物链的富集作用白学了是吧,1
内照射加化学毒性,1
嗯，直接对脾攻击，脾凉了胃也凉了，胃凉人就拜拜,1
花700亿做公关吗,1
5千年,1
海   纳  百   氚,1
人类消除,1
DNA断裂,1
自己怎么不试试，还指望鱼,1
食物链富集！！！,1
安乐死法会通过吗,1
不要吃海鲜了,1
碳-14？不是刚删除了吗？老值钱了那玩意儿,1
cao选最便宜的,1
核污染想进化出抗性基本不可能，就像没人头被坎了还能活一样,1
不吃从日本进口的海鲜啥的就行了呀。,1
根本就不该承诺不率先使用核武，对日本这样的，该出手时就出手,1
谁想吃呢？你得用力去阻止啊,1
呕！,1
呵呵，能不能从事实角度谈，还是要抛开事实不谈来谈这事,1
参考广岛长崎的人,1
俄罗斯都能做到  你该死的小日子为什么做不到？不想做而已,1
c14被删了，以前摸金老快乐了。。。,1
相信后人智慧，不如相信你变异了咋办,1
日本人丧尽天良,1
大久保真的惨,1
你特么给我气笑了,1
 我刚十八啊，我还想多活几年啊,1
吃进去比受外部照射糟糕得多得多得多,1
比千刀万剐还恐怖,1
鬼子花700亿公关，却不用来处理核污染,1
几米厚的水泥才能挡住放射性,1
碳与氢的核素才是最糟糕的，它可以富集在你的任何一个细胞里,1
大内久，！,1
大内久……,1
最终人类还是毁掉了自己的手里,1
因为美国要清楚其他种族,1
我要搬去西藏生活了,1
版本前瞻攻略,1
前面的后人来不及了,1
这人是鮟鱇鱼成精吧,1
人类清除计划开始了,1
最后，变成096,1
完,1
原本还想住在海边看风景呢，结果日本却让我输得这么彻底，哈哈哈哈，焯！！！,1
把你DNA给翘了,1
日本又想招核了,1
加速地球新物种继承,1
以后上学迟到就说水喝多了（,1
大内久同款,1
感觉自己活不活得到老年都是个问题,1
前边←那个人叫大内久,1
再见了，大海！！！,1
为什么不放固体包装里再放海里堆积呢，也比现在直接排放好啊,1
极黑的布伦希尔德。,1
后人还怎么处理可能全是,1
DNA断裂的结果，可能是新的细胞无法产生，也有可能是，细胞失去功能,1
还遗传，可怕,1
脑子,1
生物富集...,1
降雨，地下水,1
一定会有的,1
日本你看看你干的好事,1
眼都睁不开了还吹呢,1
还没有吃过海鲜，好可惜，呜呜,1
我的天，直接分子层面攻击？？？,1
看谁命硬吧,1
也不要很多钱啊，怎么这么固执,1
一颗氢弹呢（,1
然後配合美國生化武器！,1
麻烦来点自然灾害惩戒这群蠢货就没见过这么自私自利的种族啊,1
注意这是半衰期，放射性活度减少一半需要5000多年，之后还有一半！！！,1
高达,1
日本的东西什么都不会再够买，哪怕原材料全都不是日本的，只要是跟日本有关的，都不再购买​,1
小鬼子。。。,1
基因链会崩溃吗？还有DNA。,1
我从小到大就没吃过海产品这辈子估计也没有机会吃到了。,1
我最近就感觉到了,1
那被污染的海洋形成雨水掉落到大陆呢？？？,1
鬼子真是找死,1
拒绝一切日本产的食物,1
还是它们的霉国主子默许了，也不知道霉国政客和财阀怎么想的,1
贴吧找来的这张图哈哈哈哈,1
日本真自私自利,1
是不是该辞职回家了,1
我现在大概理解为什么宇宙这么大，为什么我们找不到其他生命，也许文明最多存在几十万年就会灭亡（作死），几十万在宇宙的漫长岁月中转瞬即逝，重复出现的几率微乎其微，也许地球文明在过几万年就会灭绝！,1
确实少很多，换我我也排海,1
就会遗传，后果不可想象,1
正好我并不想要小孩，没想法,1
这还只是半衰期，全衰要很久很久，太难受了,1
以后头上长角也不要奇怪了，都是日本导致。估计人都要变了,1
可怕，先从内部开始爆炸,1
日本在人类历史上留下隆重一笔,1
当你的DNA爆炸了，你就不在了,1
天啦,1
人类好渺小,1
核元素的半衰期最少5000年,1
核聚变，就是内爆，你被辐射了，就会内爆，很恐怖,1
有没有一种可能神经细胞不可在生，而其他细胞正常情况下可以在生！,1
损坏DNA,1
自私自利 选花钱少的,1
还就是那个海纳百氚是吧？,1
切尔诺贝利警告,1
小日子不知道,1
有多严重？畸形就这么罕见吗？,1
是成本最低方案吧！,1
评论都是什么鬼？！！！,1
用34亿拍海，再用700亿公关？可笑！,1
傻呗日本把地球当作731实验基地属于是,1
尊敬的地球online玩家，欢迎来到新版本，请及时更新新的生存信息,1
哪有后人，做梦呢,1
降雨会影响内陆,1
风遁手里剑,1
为了舆论能掏700亿，为了地球连tm349都不舍得？,1
佰纳海氚,1
主要是氚,1
原来五六十岁得癌给送走，现在二三十岁给你送走...,1
看不见最可怕,1
还是半衰期，只衰一半,1
那又能做些什么呢,1
生物富集！！！,1
离生化危机不远了。,1
几百亿日元都没有，日本不是他妈发达国家吗？,1
那如果生命体变异了怎么办？,1
不是很可能，是一定,1
核辐射进化是吧,1
大核辐子,1
既然这样为什么大家不联手阻止,1
以后家中得常备盖革计数器了,1
那怎么敢要小孩啊,1
成本瞩目,1
可能是哈,1
以后只能吃这些了,1
←错了，是地球全部的生灵,1
笑死，这下真的半个元素周期表了,1
我知道，可有什么办法,1
痛痛病、水俣病,1
6炸了吧。,1
富集作用,1
前面的，爱喝你嘴对着排水口喝,1
氚 流 不 息,1
剂量,1
三十亿排海，700亿公关，不是没钱,1
不吃海鲜了。。。,1
你确定就80亿人类？那是整个生物圈的事,1
加速人类进化（bushi,1
发光发热几百年,1
10亿美元的日本水产品生意,1
日本极端利己主义,1
意思是以后只能吃大棚菜了呗？,1
比划比划,1
核辐射会积累吧？如果吃的多……,1
自己作死呀。,1
加入伟大的进化！,1
难道以后的人类都不能活到自然死亡吗,1
人类和动植物要无了,1
都是奥本海默的原因,1
我只能说，mgb，真该死,1
蒸汽排放换算RMB也才17亿左右，这鬼子国这么穷？,1
丑陋的嘴脸！如此富态，不知多少钱进了他的口中！,1
恒河都要排第二了,1
不是进化?不是进化?,1
DNA断裂身体细胞就会停止更新，等同于生命倒计时,1
没事，等真这样了，过量服用安眠药吧。,1
阻止不了发了有啥用,1
简易鬼,1
日本人不是喜欢吃生鱼片吗？一年后日本癌症率会不会急速上升？,1
说那么多有什么用？你敢发射导弹吗？,1
你有没有考虑过他也能进大气循环,1
半个元素周期表了,1
食物链的富集效应，食物链最顶端的生物富集最严重,1
畸胎，死胎也会大量有……,1
日本政府应该永远钉在耻辱柱上，永永远远也无法向全人类赎罪,1
马斯克你快点把我们带离这吧！太恐怖了,1
不是很可能，是必然,1
丧失部分能力,1
为啥之前都没有发,1
啊啊啊啊啊啊好恐怖呜呜呜,1
这人就是中毒者,1
皮肤等于不能下海玩水了,1
＊＊＊。。。。,1
这些东西，在外面没事，但进了身体就是个祸害,1
安全为什么不自己使用,1
生物链的富集作用知道吗，再稀释也会出问题的,1
危害国家安全的举动绝不荣姑息！,1
文明才多少年,1
没法复制形成新细胞了 只能等死,1
海纳百川,1
为了这点蝇头小利把命搭进去是吧,1
OK，那我单身,1
可问题是水里不止有氚,1
顾己不顾众,1
为什么不阻止日本排放核污水,1
依旧至死。,1
缓慢毒素,1
说屁话没有用，不照样排了？,1
简而言之就是 活着见证自己烂掉,1
卧焯！,1
这还不如注入地层,1
然后呢？还不是排了，现在说在多有jb用,1
测文物是微量，这是大量，不一样的,1
明天就会报道海洋里死了多少鱼虾了,1
要死的勒,1
进化是循循渐进的,1
反正就是我也不想活太久.....,1
就不该发现核能源,1
进化的终点是自我毁灭,1
百 氚 都 倒 海,1
相由心生，果然不假,1
切尔诺贝利的达瓦里氏都是英雄,1
我看这人已经不行了,1
这下滨州真的要发光了,1
只能靠机械飞升了,1
半衰期只少一半,1
看过没打码的图片我要吓昏了,1
你看这院长都这样了还没事？,1
二十年后，海贼王鱼人岛就要在现实里出现辣,1
核风霉食,1
《哥芝拉的诞生》,1
《进击的巨人前传》,1
地球可以没有日本，但海洋必须有啊,1
可以去看看切尔诺贝利,1
也就是说，你连DNA产生反应的时间都没有，弹劾变异进化？,1
前面的，还要加上无数海洋生命,1
变种人 x战警,1
要变成绿巨人,1
可以洗澡吗？,1
纪录片切尔诺贝利可以看看,1
丧尸末日也不是不可能,1
